name,activity,location,intimacy,time,kewyords,pic,url,inout
어영공원,natural,north,,,바다가 보이고 노을이 예쁘기로 유명한,https://i.imgur.com/6B8osbS.jpg,,out
지꺼진장,market,north,,17-20-Sun,소소한 기념품과 푸드트럭이 있는,https://i.imgur.com/QuEhUbA.png,,out
종달리 전망대,natural,north,,,인스타에 유명한 수국 포토 스팟인,https://i.imgur.com/q3hli5U.jpg,,out
아침미소농장,museum,north,children,,아이들과 함께 낙농을 체험할 수 있는,https://i.imgur.com/GZvocSc.png,,out
별도봉,natural,north,,,여러 화산 쇄설층을 관찰할 수 있는 작은 오름인,https://i.imgur.com/XwLNLL7.png,,out
산지천,natural,north,,,동문 시장 바로 옆에 있으며 한라산 청정수가 흐르는 ,https://i.imgur.com/2gSltI4.png,,out
삼양검은모레해변,natural,north,,,피부에 좋다는 검은모래가 해변에 가득 쌓여있는,https://i.imgur.com/VRlAdmT.png,,out
탑동 산책로,natural,north,,,바다와 맞닿아 바다를 보며 거닐 수 있는,https://i.imgur.com/ag0K2Ka.png,,out
여미지 식물원,museum,north,parent,,갖가지 식물과 열대 식물들을 확인할 수 있는,https://i.imgur.com/ElLvre9.png,,out
삼성혈,historic,north,,09-18,제주 성씨 탄생 설화에 대해서 알아갈 수 있는,https://i.imgur.com/IGl7dyh.png,http://www.samsunghyeol.or.kr/,out
제주도 민속자연사박물관,historic,north,,09-18,제주도의 탄생 과정과 여러 제주 풍숲에 대해 알 수 있는,https://i.imgur.com/WyfDDmP.png,http://www.jeju.go.kr/museum/index.html,in
용담레포츠공원,natural,north,children,,아이들이 뛰어놀기 좋은,https://i.imgur.com/GWbYbin.png,,out
서문 공설시장,market,north,,09-20,60년 전통의 여러 육류 먹거리를 맛볼 수 있는,https://i.imgur.com/ZV8InGd.png,http://sm.market.jeju.kr/,out
바다다,pub,west,pet,10-23,중문 바다를 보며 하우스 음악과 칵테일을 즐길 수 있는,https://i.imgur.com/it0x9NZ.png,https://www.facebook.com/Vadadajeju,in
dp159,cafe,west,,12-22,수제티와 블루마운틴 커피를 음미할 수 있는,https://i.imgur.com/6V2U06l.png,http://instagram.com/dp159lounge,in
카페2472,cafe,west,,11-20-Wed,사진이 잘 나오는 스카이뷰에서 수제티와 수제디저트를 즐길 수 있는,https://i.imgur.com/bd6qTcG.png,https://www.instagram.com/cafe_2472/,in
플로우,pub,west,coworker,18-24-Wed,각종 칵테일과 에이드가 나오는 뮤직라운지로 유명한,https://i.imgur.com/9honVwe.png,http://www.instagram.com/flowjeju,in
안녕 좋은 하루,cafe,west,,11-22-Sun,음악과 그림을 감상하며 수제 요거트를 즐길 수 있는,https://i.imgur.com/rpg6PGE.png,https://www.instagram.com/jejuhellogoodday/,in
제주몽,cafe,west,,10-22-Sun,인스타에서 인생 빙수로 유명한 가마솥 팥빙수를 즐길 수 있는,https://i.imgur.com/h8s0f2P.jpg,,in
갈치cafe,cafe,west,children,,갈치를 이용한 디저트로 유명한,https://i.imgur.com/nCEkA5j.png,,in
소보리당로,cafe,west,,11-19-Tue,인스타 감성의 소보리라떼와 팥인절미 티라미수가 유명한,https://i.imgur.com/yxkOPlp.png,http://www.instagram.com/my.lumar,in
이정의댁,cafe,west,pet,11-20-Mon,아기자기한 수제 케이크와 디저트들로 인스타에 유명한,https://i.imgur.com/kR834FF.png,https://www.instagram.com/jeongui_/,in
색달로망스,cafe,west,,11-21-Thu,조그마한 카페 안에서 수제 디저트를 즐길 수 있는,https://i.imgur.com/m14tZre.png,https://www.instagram.com/romance_in_saekdal/,in
동백정원,cafe,west,pet,11-19,카페 주위의 예쁜 꽃밭과 브런치로 유명한,https://i.imgur.com/EJ3sqhe.png,https://www.instagram.com/cafe_dbdb/,out
하영 흑돼지 구이집,restaurant,west,coworker,10-21,고급 흑돼지 구이로 유명한,https://i.imgur.com/W7h33Zs.png,http://blog.naver.com/hayoung7386011,in
제주오성,restaurant,west,,08-21,TV에 여러 번 출현할 정도로 전복통갈치구이로 유명한,https://i.imgur.com/ckixVLn.png,,in
제주미향,restaurant,west,coworker,09-22,통갈치 구이를 푸짐하게 먹을 수 있는,https://i.imgur.com/h8MEgio.png,http://jejumihyang.com,in
가람돌솥밥,restaurant,west,,09-22,전복돌솥밥 전문으로 방송까지 탄,https://i.imgur.com/iEWM1bM.png,http://garamkoreanfood.modoo.at/,in
색달식당,restaurant,west,coworker,09-21,갈치조림으로 이미 도민들에게 유명한,https://i.imgur.com/OjXd0Dn.png,http://sekdal.com/,in
신라원,restaurant,west,coworker,10-22,말고기 정식으로 유명한,https://i.imgur.com/BFT54F4.png,http://www.jejushinlawon.com/,in
까망돼지,restaurant,west,,11-23,명이나물에 싸먹는 흑돼지로 방송까지 나왔었던,https://i.imgur.com/m2PYHqQ.jpg,http://gmrehowl6543.modoo.at/,in
해물라면오빠네,restaurant,west,,09-22,수제소스와 보말이 들어간 라면을 즐길 수 있는,https://i.imgur.com/8YHeIzK.png,http://www.instagram.com/jejulamen,in
천제연폭포,natural,west,parents,09-18,한국 희귀식물과 거대한 폭포를 한번에 볼 수 있는,https://i.imgur.com/Gbi7GCf.png,,out
테디베어뮤지엄,museum,west,children,09-18,국내 최초이자 최대 규모의 테디베어 전시관으로 다양한 컨텐츠를 즐길 수 있는,https://i.imgur.com/Wzfkkrl.png,http://www.teddybearmuseum.co.kr/,in
중문색달해수욕장,natural,west,,,수직 절벽에 둘러쌓인 해수욕장으로 모래 언덕의 아늑함을 즐길 수 있는,https://i.imgur.com/pQsgDVy.png,,out
대포주상절리,natural,west,,09-18,화산섬 제주의 절경인 주상절리를 걸으며 구경할 수 있는,https://i.imgur.com/vH7vrgA.png,https://www.visitjeju.net/kr,out
여미지식물원,museum,west,,09-18,세계 최대 규모의 온실 식물원으로써 다양한 식물을 관측할 수 있는,https://i.imgur.com/3LzQ4nN.png,http://www.yeomiji.or.kr,out
믿거나 말거나 박물관,museum,west,children,09-18,오싹하고 신기한 전시물들과 인스타 사진 스팟으로 유명한,https://i.imgur.com/3mXYMKe.png,https://blog.naver.com/islandjoy3,in
퍼시픽랜드,museum,west,children,11-16,각종 해양생물들의 공연을 즐길 수 있는,https://i.imgur.com/Sr3OrF3.png,http://www.pacificland.co.kr/,in
아프리카 박물관,museum,west,children,09-19,아프리카 태초의 문화와 더불어 원주민 민속공연과 젬버체험을 즐길 수 있는,https://i.imgur.com/DBw1433.png,http://www.africamuseum.or.kr/,in
박물관은 살아있다,museum,west,children,09-21,세계최대의 착시 테마파크로 다양한 사진을 찍을 수 있는,https://i.imgur.com/jkuaw1M.png,http://www.alivemuseum.com/branch/jeju,in
초콜릿랜드,museum,west,,10-18,직접 초콜릿을 만들어보고 먹어볼 수 있는,https://i.imgur.com/acjnhXF.png,http://chocolateland.kr/,in
쉬리의 언덕,natural,west,,09-19,영화 쉬리의 촬영지이자 조용히 바다를 내려다 볼 수 있는,https://i.imgur.com/jwL6CRj.png,,in
베릿네언덕,natural,west,,09-20,가볍게 산책하며 자연을 즐길 수 있는,https://i.imgur.com/ij52SP1.png,,out
어촌체험마을,museum,west,,10-17,해양레저스포츠를 즐길 수 있는,https://i.imgur.com/JkafThp.png,,out
선임교,historic,west,,,칠선녀다리라고도하는 선임교는 국내최초로 고유의 오작교 형태로 건설된,https://i.imgur.com/SIl5On6.png,,out
별내린전망대,natural,west,,,천제연 계곡 하천에 있는 포구의 옛 이름인 성천포(星川浦)의 순 우리말 이름이며 아름다운 주변 경관을 조망할 수 있는 최적의,https://i.imgur.com/kZwqMlH.png,,out
더플래닛,museum,west,,10-18,제주도 내의 새들을 관측하며 제주 생태문화 콘텐츠를 즐길 수 있는 ,https://i.imgur.com/Ca1yLxL.png,,in
꽃귤농장,museum,west,children,11-17,유기농 감귤따기 체험을 즐길 수 있는,https://i.imgur.com/yCxgqlG.png,,out
사우스바운더,pub,west,,16-25,대한민국 최남단의 브루어링 컴퍼니로 다양한 수제맥주를 즐길 수 있는,https://i.imgur.com/xHyg6iw.png,http://www.sbbc.co.kr/,in
비어유,pub,west,,18-25,맥주와 대표 메뉴인 후라이드 치킨이 유명한,"https://imgur.com/UpdYmG8,png",,in
알엠알 펍,pub,west,,18-24-Mon,탁 트인 테라스에서 수제 맥주와 수제 피자를 즐길 수 있는,https://i.imgur.com/wJlujQh.png,,out
b116 펍,pub,west,,16-26,호텔 직영으로 운영되어 다양한 메뉴와 칵테일이 유명한,https://i.imgur.com/95PoBmK.png,,in
제주조각공원,museum,west,,09-18,제주 여러 예술인들의 다양한 조각상들을 접할 수 있는 ,https://i.imgur.com/PtG4lQ7.png,https://jejuartpark.com/,out
서귀포 자연휴양림,natural,west,,15-24,한라산 국립 공원을 중심으로 있는 천연휴양림인,https://i.imgur.com/r1je31s.png,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030013,out
저지문화예술인마을,museum,west,lover,,다양한 예술 관련 박물관들을 관람할 수 있는,https://i.imgur.com/23pk8Gk.png,,out
병과점 미남미녀,cafe,west,lover,13-18-Mon,"인스타 포토 스팟으로 유명하고, 커피가 맛있는 ",https://i.imgur.com/85ytjwZ.png,,in
커뮤니테이블,restaurant,west,lover,10-19,천연 조미료로 조리한 음식과 가정집의 인테리어가 돋보이는 인스타 감성의 식당인,https://i.imgur.com/YMPODq2.png,,in
자연스러운 식당,restaurant,west,lover,11-20,제주도 자연 식재로로 지중해식 요리를 만드는 인스타 핫플레이스인,https://i.imgur.com/OHanxTw.png,,in
뜻밖의 발견,cafe,west,,11-20-Wed,인스타에서 유명한 아기자기한 소품을 함께 파는,https://i.imgur.com/8XGYFGc.png,,in
덴드리,cafe,west,,10-19-Wed,인스타 포토 스팟으로 유명하고 뷰가 좋은,https://i.imgur.com/yMsfRTo.png,,in
모노클제주,cafe,west,,11-19,각종 유럽 디저트를 즐길 수 있는,https://i.imgur.com/hcw0keF.png,,in
무비랜드,museum,west,,10-19,국내 무비스타들의 밀랍 인형 전시를 관람할 수 있는,https://i.imgur.com/R4G4TVB.png,,in
송악산,natural,west,,,각종 드라마의 촬영지로 유명한,https://i.imgur.com/3mOTz7a.png,,out
카멜리아힐,museum,west,children,09-18,빨간 동백꽃밭이 절경을 이뤄 인스타 포토 스팟으로 유명한,https://i.imgur.com/ggQqXRB.png,http://www.camelliahill.co.kr/,out
원앤온리,cafe,west,,09-21,테라스에서 커피 한잔 즐길 수 있을만큼 경치가 좋은 카페인,https://i.imgur.com/TFeLQaF.png,http://www.instagram.com/oneandonly.jeju,out
마노르블랑,cafe,west,pet,10-20,핑크뮬리 정원이 함께 있는 인스타 핫플레이스 카페인,https://i.imgur.com/jC8CvEX.png,https://manorblanc.modoo.at,out
카페차롱,cafe,west,,11-18,삼단 도시락 보따리 디저트로 유명한 제주도 특유의 인테리어의 카페인,https://i.imgur.com/yLd5oPb.png,,in
FLOW,cafe,west,,17-24,호텔 무드의 여러 공연이 열리는,https://i.imgur.com/tnA6eWa.png,http://www.instagram.com/flowjeju,in
